Name,Category,Email,Phone,Address,District,Website
BD Cleaning Service,Cleaning Services,bdenterprise247@gmail.com,N/A,"Nafi Tower, 53 Gulshan Ave, Dhaka 1212, Gulshan Model Town, Dhaka, 1212",Dhaka,https://cleaningservicesbd.com/home/cleaning-service/
Brothers Electronics,Electronics Shops,N/A,01999982225,"Shop-70, 71, Level-06, Block-D, Bashundhara City Shopping Complex, Dhaka 1215, Tejgaon TSO, Dhaka, 1215",Dhaka,https://brotherselectronicsbd.com/index.php?route=common/home
ARO Tours & Travels,Travel Agencies,N/A,01764411815,"Block-D, Gemcon Shwapnodip (3rd Floor, House-22 Rd No 13A, , Banani, Dhaka, 1213",Dhaka,N/A
NR Aircon,AC Repair & Services,info@nraircon.com,01911987321,"121, 6 Jonaki Rd, Dhaka, Mirpur, Dhaka, 1216",Dhaka,https://nraircon.com/
Sky Pest Control,Pest Control Services,skypestcontrolbd@gmail.com,01789632320,"Hous No-65, 100 Shah-Ali Bagh, Mirpur-1, , Mirpur, Dhaka, 1216",Dhaka,https://skypestcontrolbd.com/
Health Point Diagnostic Services,Diagnostic Centers,official.healthpoint@gmail.com,01575325776,"2nd Floor, Adept Moitry Complex, 571 ECB Chattor, Dhaka 1206, Dhaka CantonmentTSO, Dhaka, 1206",Dhaka,N/A
Yellow Net,Internet Providers,info@yellownetbd.com,01912683064,"H-10, Rd-5, shekhertek main road, Adabor, Dhaka, Bangladesh, 1207, Adabor, Dhaka, 1207",Dhaka,https://www.yellownetbd.com/
Liakat's English,Coaching Centers,liakats1993@gmail.com,01945666777,"Room No -901, Level -9, BNS Center, Uttara Purba, Dhaka, 1230",Dhaka,N/A
Homes 71 Ltd.,Construction Companies,hrhomes71@gmail.com,01991140200,"House No: 439, Road: 06, Avenue: 06, Mirpur DOHS, Dhaka-1216, Dhaka, Bangladesh, Mirpur, Dhaka, 1216",Dhaka,https://www.homes71.com.bd/
Sitr Tailors BD,Tailoring & Boutiques,support@sitrtailors.com,01793652915,"Kawla (Kawlar Bazar, Dhaka, KhilkhetTSO, Dhaka, 1229",Dhaka,https://www.sitrtailorsbd.com/
Dhaka Event Management,Event Management,dhakaeventmanagement@gmail.com,01638651413,"11 Road No. 11, Dhaka 1216, Mirpur, Dhaka, 1216",Dhaka,N/A
Primeasia University,Universities,info@primeasia.edu.bd,01958665501,"Star Tower, 12 Kemal Ataturk Ave, Dhaka 1213, Banani TSO, Dhaka, 1213",Dhaka,https://primeasia.edu.bd/arc/
Divine Gold & Diamond,Jewelry Stores,d.diamond02pl@gmail.com,01311779595,"Room No-119, PO, Metro Shopping Mall, House No, 01 Rd No 12, Dhaka 1205, New Market TSO, Dhaka, 1205",Dhaka,N/A
ART Furnishers,Furniture Shops,artinterior.furnitures@gmail.com,01833557788,"8 Rd 8, Dhaka 1213, Banani, Dhaka, 1213",Dhaka,N/A
Jamia Jannatul Banat,Madrasas,N/A,01787773730,"31/2 Shankar, West, , Mohammadpur, Dhaka, 1209",Dhaka,N/A
Adamjee Cantonment College,Colleges,N/A,N/A,N/A,N/A,N/A
Starpath Property Exchange,Real Estate Agencies,N/A,09610969621,"House-12 ,Road-137, Gulshan-1, Dhaka, Bangladesh, Gulshan Model Town, Dhaka, 1212",Dhaka,N/A
The White Chair,Beauty & Salons,contact@thewhitechair.co.uk,01711128052,"Lake Palisade 23, Road: 27, Dhanmondi, New Market TSO, Dhaka, 1205",Dhaka,https://www.thewhitechair.co.uk/
"China Genset Generator Manufacturers Co., Ltd.",Plumbing Services,genset@jeawin.com,N/A,"NO.93, East Hubin Road, Xiamen, Fujian, China, Chittagong Bandar, Chittagong, 4100",Chittagong,https://genset-generator-suppliers.com/
Multi Gym Premium,Gyms & Fitness,info@multigympremium.com,01313197435,"Plot No. 24/1-24/2, 4th & 5th Floor, Shiya Masjid Mor, Ring Rd, Dhaka, Mohammadpur, Dhaka, 1207",Dhaka,https://www.multigympremium.com/
RPM AUTO WORKS,Auto Repair,rpmautoworksbd@gmail.com,01810448877,"Shed-06, Baridhara J Block, Dhaka 1212, Gulshan Model Town, Dhaka, 1212",Dhaka,http://rpmautoworks.com
Auto BD Imports,Car Showrooms,N/A,01909166312,"H-57/A, Rd -4 Mohanagar Housing Rd, Dhaka 1212, Gulshan Model Town, Dhaka, 1212",Dhaka,N/A
Secret Recipe Elephant road Flagship,Restaurants & Cafes,info@secretrecipebd.com,09613505085,"Plaza Central by Ananta 136, Old Elephant Road, S Kamruzzaman Sharani Rd, , New Market TSO, Dhaka, 1205",Dhaka,https://secretrecipebd.com/
Digital Print BD,Printing Services,adkeylimited@gmail.com,01715998877,"uttara dhaka 1230, Uttara Purba, Dhaka, 1230",Dhaka,https://digitalprintbd.com/?utm_source=copilot.com
Al-Azhar International Grammar School- AIGS,Schools,info@alazharigs.com,01792742441,"H, 1 Rd -15, Dhaka 1230, Uttara Purba, Dhaka, 1230",Dhaka,https://alazharigs.com/
Bangladesh Legal Network,Law Firms,info@bdlegalnetwork.com,01712345694,"uttara dhaka 1230, Uttara Purba, Dhaka, 1230",Dhaka,https://bdlegalnetwork.com/?utm_source=copilot.com
TVS auto Bangladesh,Car Service Centers,postmaster@tvsabl.com,01919194222,"50 বীর উত্তম জিয়াউর রহমান সড়ক, Tejgaon TSO, Dhaka, 1215",Dhaka,N/A
Kcsservicelimited,Cleaning Services,kcsluthfor4142@gmail.com,01711380030,"House 1228, Madani Avenue (100Feet), MainRoad Baridhara, Natun Bazar Vatara Dhaka, 1212, Gulshan Model Town, Dhaka, 1212",Dhaka,https://www.kcs-bd.com/
Best Electronics,Electronics Shops,info@bestelectronics.com.bd,09606111777,"Level 16, City Centre, 90/1 Motijheel, Dhaka, Bangladesh, Uttara Purba, Dhaka, 1230",Dhaka,https://www.bestelectronics.com.bd/
GoBangla Tours and Travels,Travel Agencies,Gobangla64@gmail.com,01841779908,"Block A, (Ground Floor, Lalmatia Rd, , Mohammadpur, Dhaka, 1207",Dhaka,https://gobanglabnb.com/
City Safe Engineering,AC Repair & Services,citysafeengineering@gmail.com,01796215315,"Ka-60, Chowrasta, Khan Villah, Dhaka, Mirpur, Dhaka, 1216",Dhaka,https://citysafe-engineering.com/
Green Earth Pest Control,Pest Control Services,N/A,01756316479,"222 Ali's Corner, North Badda,, Tejgaon TSO, Dhaka, 1215",Dhaka,https://greenearthpestcontrolbd.com/
Health Labs Ltd.,Diagnostic Centers,healthlabsltd@gmail.com,01763800000,"1041/2 A, East Shewrapara, Begum Rokeya Shoroni, Mirpur,, Dhaka, Bangladesh, 1216, Mirpur, Dhaka, 1216",Dhaka,https://healthlabs.com.bd/
Maisha Net,Internet Providers,info@maishabd.net,01928220022,"Level #02, House #65, Road #18, Sector #7, Uttara Model Town, Dhaka, Bangladesh, 1230, Uttara Purba, Dhaka, 1230",Dhaka,https://www.maishabd.net/
ACE PTE,Coaching Centers,uttara@acepte.com.au,01740014145,"13 Rd No. 17/A, Dhaka 1230, Uttara Purba, Dhaka, 1230",Dhaka,https://acepte.com.au/
MACON ENGINEERING,Construction Companies,maconiacbd@gmail.com,01518436533,"GF, H:23, Road: 22 Block:D, Dhaka 1216, Mirpur, Dhaka, 1216",Dhaka,https://www.maconiac.com/
Meehra Boutiques & Tailors,Tailoring & Boutiques,tonmoynrakib@gmail.com,01581376285,"35/S-4, Block-L, Eastern Housing 2 Phase, Rupnagar, Mirpur, , Mirpur, Dhaka, 1216",Dhaka,N/A
Lily event,Event Management,lilyeventmanagementlily@gmail.com,01704741942,"Matikata Rd, Dhaka 1216, Pallabi, Dhaka, 1216",Dhaka,N/A
Northern University Bangladesh (NUB),Universities,admission@nub.ac.bd,01755514661,"Holding #13, Sher Tower, Road #17, Dhaka 1213, Banani TSO, Dhaka, 1213",Dhaka,https://nub.ac.bd/
Diamond Paradise,Jewelry Stores,diamondparadise823@gmail.com,01324944823,"Shop No-1003,1st Floor, Shimanto Shambhar Shopping Mall, Dhanmondi-2, Dhaka 1209, Dhanmondi, Dhaka, 1209",Dhaka,https://diamondparadisebd.com/
Badda Furniture,Furniture Shops,mahabub1050@gmial.com,01677850810,"42 Shadhinata Sharani, Dhaka 1212, Gulshan, Dhaka, 1212",Dhaka,N/A
Mohammadia Alim Madrasah,Madrasas,N/A,01718966707,"P9X8+3C4, Madrasa Rd, Dhaka, Mohammadpur, Dhaka, 1207",Dhaka,N/A
Rajuk Uttara Model College,Colleges,N/A,01714034441,N/A,N/A,N/A
Brokerage,Real Estate Agencies,info@brokeragebd.com,09613191919,"bti Celebration Point, Plot: 3 & 5, Road: 113/A, Gulshan-2, Dhaka, Gulshan Model Town, Dhaka, 1212",Dhaka,https://brokeragebd.com/
Glamour World,Beauty & Salons,glamourworldbd24@gmail.com,01703774024,"Benaroshi Palli, Mirpur-10, Mirpur, Dhaka, 1216",Dhaka,https://theglamourworld.com/
Auto space,Auto Repair,contactautobal@gmail.com,01916313949,"333, 1 Cocacola Rd, Dhaka 1212, Gulshan Model Town, Dhaka, 1212",Dhaka,N/A
Crossroad Motors,Car Showrooms,crossroadmotorsbd@gmail.com,01711895017,"House # 05, Road-17, Block-C, Banani 1213  Dhaka, Bangladesh, Banani TSO, Dhaka, 1213",Dhaka,https://crossroadmotors.com.bd/
The Red Chamber,Restaurants & Cafes,redchamber@gmail.com,01316048262,"Level 13, Hamid Tower, Gulshan Circle 2, , Gulshan Model Town, Dhaka, 1212",Dhaka,N/A
Print Master BD,Printing Services,contact@printmasterbd.com,01811778899,"uttara dhaka 1230, Uttara Purba, Dhaka, 1230",Dhaka,"""https://www.facebook.com/printmasterbd"""
Navy Anchorage School and College,Schools,anchoragedhaka@gmail.com,01769714061,"Khilkhet Naval Area, Namapara Rd, Dhaka 1229, KhilkhetTSO, Dhaka, 1229",Dhaka,https://nascd.edu.bd/
Legal Aid & Consultancy Center,Law Firms,info@laccbd.org,01712345693,"uttara dhaka 1230, Uttara Purba, Dhaka, 1230",Dhaka,https://laccbd.org/?utm_source=copilot.com
Hyundai,Car Service Centers,info@fairtechnology.com.bd,09613505080,"279, Tejgaon I/A, , Dhaka Politechnic, Dhaka, 1208",Dhaka,https://hyundai-bd.com/
Best Cleaning Service,Cleaning Services,bestcleaningservice2012@gmail.com,01629245575,"17 Miah's Tower 3rd Floor, 100 Feet Road, Madani Avenue, Gulshan, Dhaka-1212, Gulshan Model Town, Dhaka, 1212",Dhaka,https://bestcleaningservicebcs.com/
Prime Electronics,Electronics Shops,primeelectronics.uttara@gmail.com,01777854905,"House-1, Road-19 Gareeb-e-Nawaz Ave, Dhaka 1230, Uttara Purba, Dhaka, 1230",Dhaka,N/A
Apon Tours,Travel Agencies,apontours@gmail.com,01844178204,"Eastern Arzoo, 197, Shahid Syed Nazrul Islam Sharani, 61, Bijoynagar,, Paltan,, , Paltan, Dhaka, 1000",Dhaka,N/A
Sunflower Air Conditioning,AC Repair & Services,Sunfloweraircon@gmail.com,01864191155,"House-27 Road-27, Dhaka, Uttara Purba, Dhaka, 1230",Dhaka,N/A
Thanks Cleaning & Pest Control,Pest Control Services,N/A,01357225559,"Gulshan Badda Link Rd, , Gulshan Model Town, Dhaka, 1212",Dhaka,https://pestcontrolservicebd.com/
Life Care Diagnostic Centre,Diagnostic Centers,lifecarediagnosticcentre@gmail.com,01733333339,"Second Floor, Metro Rail Station, 888/1, East Shewrapara, Hazi Ashraf Ali Super Market, Dhaka 1216, Mirpur, Dhaka, 1216",Dhaka,N/A
Info Internet Service,Internet Providers,infointernetservicebd@gmail.com,09639402402,"House No-22, Road No-8, Block H, Section 2, Mirpur, Bangladesh, 1216, Mirpur, Dhaka, 1216",Dhaka,N/A
BCS Confidence,Coaching Centers,bcsconfidenceuttara09@gmail.com,01922101508,"Hossain Tower, 103 Dhaka - Mymensingh Rd, Dhaka 1230, Uttara Purba, Dhaka, 1230",Dhaka,N/A
Bkolpo Construction Limited,Construction Companies,info@bkolpo.com.bd,01730742238,"Tokyo Tower(6th Floor) CeragAli, Tongi, Gazipur-1711, Bangladesh, Nishat Nagar, Gazipur, 1711",N/A,https://bkolpo.com.bd/
Rainbow Boutiques,Tailoring & Boutiques,rainbowboutiquesbd@gmail.com,01911951721,"D.M.C 451/B, South Kafrul, Adjacent Ice Cream Factory, Dhaka Cantt.,, Dhaka CantonmentTSO, Dhaka, 1206",Dhaka,N/A
Bloomz Event Management,Event Management,bloomzevent@gmail.com,01611122278,"House No: 53, Road No: 1, Block: A, Dhaka 1212, Gulshan, Dhaka, 1212",Dhaka,N/A
University of Scholars,Universities,scholarsuniversityadmission@gmail.com,01629444666,"40 Kemal Ataturk Ave, Dhaka 1213, Banani TSO, Dhaka, 1213",Dhaka,N/A
Green Jewellers,Jewelry Stores,greenjewellers2024@gmail.com,01911040189,"214, Green jewellers, East Rayer Bazar - Sanker Rd, Dhaka 1207, Mohammadpur, Dhaka, 1207",Dhaka,N/A
Red Rose Cane Furniture & Interior,Furniture Shops,redrose.10005@gmail.com,01624914609,"H- 79, Block -E Dhaka - Mymensingh Hwy, Dhaka 1213, Banani, Dhaka, 1213",Dhaka,N/A
Jamia Hosainia Ashraful Ulum Boro Katara Madrasa,Madrasas,N/A,01911656544,"16, boro katara lane, Dhaka, Chalkbazar, Dhaka, 1211",Dhaka,N/A
Govt. Azizul Haque College,Colleges,N/A,01711104636,N/A,N/A,N/A
Sunstar Real Estate Limited,Real Estate Agencies,N/A,01711590580,"House-15(3rd Floor, 1219 Banasree Main Rd, Dhaka, KhilgaonTSO, Dhaka, 1219",Dhaka,N/A
Persona Adams,Beauty & Salons,info@persona.com.bd,01777799220,"2nd Floor, Plot 1, Avenue 4 Block C, Section 6, Mirpur, Dhaka, Mirpur, Dhaka, 1216",Dhaka,https://persona.com.bd/
